No.,Title ,Content,Language
82,Sabah sedia kerjasama dengan pemegang taruh perangi perubahan iklim ,"Kerajaan Sabah akan bekerjasama dengan semua pemegang taruh untuk memerangi perubahan iklim dan cabarannya.

Ketua Menteri Datuk Seri Hajiji Noor berkata, Kerajaan Negeri sedang mengambil langkah ke arah ini, termasuk program agroperhutanan, insentif pertanian organik, dan projek pemuliharaan berasaskan komuniti.

Katanya, ia bertujuan untuk membina ketahanan dalam kalangan penduduk tempatan.  

“Namun, usaha ini memerlukan sokongan berterusan bukan sahaja dari dalam Malaysia tetapi juga daripada rakan kongsi antarabangsa yang komited untuk memupuk pembangunan mampan,” katanya.

Beliau berkata demikian pada Konvensyen Kinabalu 2025: Keselamatan Makanan, Perubahan Iklim dan Pelaburan di Magellan Sutera Resort di sini semalam.

Teks ucapannya dibacakan Timbalan Ketua Menteri Datuk Seri Dr Jeffrey Kitingan.  

Hajiji berkata, menangani ketidakselamatan makanan dan perubahan iklim memerlukan lebih daripada niat baik kerana ia memerlukan sumber kewangan yang besar dan perkongsian strategik.  

“Sektor swasta dipanggil untuk terlibat dan melengkapkan usaha kerajaan. Kami menjemput perniagaan, pelabur dan semua organisasi yang mempunyai matlamat yang sama untuk meneroka pelaburan hijau bagi menangani isu-isu ini,” katanya.  

Katanya, berdasarkan anggaran terkini oleh Pertubuhan Bangsa-Bangsa Bersatu (Laporan PBB 2023), secara global, hampir 733 juta orang menghadapi kelaparan setiap hari, sementara kenaikan harga makanan, gangguan rantaian bekalan, dan kejadian cuaca ekstrem hanya memburukkan lagi krisis ini.

“Bagi Malaysia, dan khususnya Sabah, kebergantungan kita terhadap import bahan asas seperti beras dan gandum membuatkan kita terdedah kepada kejutan luaran, menjadikan keselamatan makanan sebagai kebimbangan yang mendesak,” katanya.  

Dalam pada Hajiji berkata, menangani keselamatan makanan bermula dengan menghadapi punca utamanya, iaitu perubahan iklim.  

Katanya, kenaikan suhu, musim monsun yang tidak menentu, dan ribut yang semakin kuat di negeri ini telah memusnahkan tanaman, merosakkan mata pencarian, dan menyebabkan keluarga kehilangan tempat tinggal. 

Beliau menambah, kawasan pantai semakin terdedah kepada kemasukan air masin ke dalam sumber air tawar, yang seterusnya membahayakan bekalan pertanian dan air minuman.  

Tambahnya lagi, cabaran ini semakin buruk dengan penebangan hutan, yang mengikis ekosistem penting untuk penyerapan karbon dan kepelbagaian biologi.  

“Walaupun trend ini membimbangkan, ia tidak boleh dipulihkan. Memerangi perubahan iklim bukan sahaja keperluan alam sekitar tetapi juga kewajipan moral kepada generasi akan datang.  

“Dengan melabur dalam tenaga boleh diperbaharui, mempromosikan penanaman semula hutan, dan mengamalkan pertanian pintar iklim, kita dapat mengurangkan kesan terburuk pemanasan global dan memastikan ketersediaan makanan jangka panjang,” katanya.  

Hajiji berkata, konvensyen ini menawarkan platform yang sesuai untuk membincangkan, berkongsi pengetahuan dan berkomitmen kepada tindakan konkrit termasuk mengukuhkan kerjasama serantau, mempromosikan pertanian mampan dan memperkasakan komuniti tempatan.",ms
83,El Nino beri cabaran besar kepada pengeluaran keselamatan makanan di Sabah,"Fenomena El Nino, memberi cabaran besar kepada pengeluaran keselamatan makanan di Sabah.
Menurut Timbalan Ketua Menteri, Datuk Seri Jeffrey Kitingan, kekurangan taburan hujan dan peningkatan suhu telah menyebabkan paras air sungai berkurangan antara 10 peratus dan 40 peratus daripada paras biasa, memberi kesan kepada aktiviti pertanian, ternakan, akuakultur dan pengeluaran getah.
Dalam satu kenyataan, Jeffrey yang juga Menteri Pertanian, Perikanan dan Industri Makanan berkata, beliau telah meminta laporan daripada pelbagai jabatan dan agensi di bawah Kementeriannya, untuk menilai keadaan dan langkah-langkah yang sedang dilaksanakan bagi mengurangkan kesan buruk fenomena itu. Katanya, penilaian menyeluruh yang dikumpulkan menunjukkan cuaca kering telah memberi kesan ketara kepada sektor pertanian dalam pelbagai cara. Ini termasuk penurunan paras air untuk pengairan, menghalang pertumbuhan tanaman akibat penurunan hujan, dan potensi risiko penurunan produktiviti ternakan akibat kekurangan makanan,
Beliau memberi amaran bahawa keadaan itu serius dan memerlukan perhatian segera dan berterusan.
Jeffrey memaklumkan, Kementeriannya sedang giat melaksanakan langkah-langkah untuk mengurangkan kesan buruk dan memastikan daya tahan sistem pengeluaran keselamatan makanan.
Berdasarkan dapatan Jabatan Saliran dan Pengairan (JPS) Sabah, antara kawasan yang paras air sungainya kritikal termasuk Kota Belud, Keningau, Membakut, Tambunan dan Kota Marudu.
Sementara itu, berkaitan pengeluaran makanan, JPS mendapati fenomena El Nino telah menyebabkan penurunan hujan (sekitar 80mm pada Januari dan Februari 2024), memberi kesan buruk kepada agronomi tanaman dan pengurusan tanah.
Setakat ini, Papar mencatat ketinggian suhu 34 darjah Celcius dan Kota Kinabalu (31 darjah Celcius), antara lain.",ms
84,Usaha Pemulihan dan Pemuliharaan Hutan Sabah Perlu Sokongan Semua Pihak," Pelan Pemulihan dan Pemuliharaan Hutan oleh Jabatan Perhutanan perlu disokong oleh semua pihak, terutama pemegang konsesi Perjanjian Lesen Pengurusan Hutan Mampan (SFMLA) atau Unit Pengurusan Hutan (FMU), pemain industri hiliran dan badan-badan bukan kerajaan (NGO) yang berkaitan.

Ketua Menteri Sabah, Datuk Seri Hajiji Noor, berkata pujian perlu diberikan kepada konsesi SFMLA atau FMU yang telah mengekalkan pensijilan pematuhan mereka dalam pengurusan hutan serta semua rakan pemuliharaan atas sumbangan mereka dalam agensi konservasi negeri ini.

“Saya percaya Jabatan Perhutanan Sabah dengan jalinan kerjasama dan penglibatan semua pihak yang berkaitan mampu untuk terus mencapai kecemerlangan dalam agenda konservasi hutan dan pemulihan ke arah pengurusan lestari hutan kita untuk anak cucu,” katanya.

Berucap sempena Majlis Apresiasi Perhutanan 2021 di Sabah International Convention Centre (SICC), di sini semalam (Selasa), Hajiji meminta Jabatan Perhutanan Negeri memainkan peranan aktif dalam memacu pembangunan eko-pelancongan yang dikenalpasti sebagai tonggak ekonomi utama dalam Hala Tuju Sabah Maju Jaya (SMJ). ” Seperti yang disebut oleh Ketua Konservator Hutan (Datuk Frederick Kugan) sebelum ini, eko-pelancongan dan perhutanan adalah saling berkaitan.

“Hutan kita adalah habitat kepada kepelbagaian bio, yang mana kita boleh menemui antara lain pokok Dipterocarp tertinggi di dunia dan orang utan, gajah, beruang serta Tembadau. Semua ini adalah tarikan utama untuk pelancong domestik dan antarabangsa ke Sabah.

“Tetapi, saya percaya sebagai sektor eko-pelancongan bertaraf antarabangsa, masih banyak yang perlu diterokai dan diperbaiki, terutama selepas pandemik ini,” lebih-lebih lagi selepas wabak itu,” katanya.

Dari perspektif jaringan kelestarian hijau, Ketua Menteri berharap hutan di Sabah akan terus berfungsi sebagai yang terbaik untuk inisiatif Heart of Borneo (HoB).

“Ia juga sejajar dengan aspirasi SMJ bahawa pemuliharaan dan mengekalkan hutan serta biodiversitinya diberi penekanan bukan sahaja untuk kepentingan Sabah serta negara malah juga untuk dunia,” katanya.

Untuk usaha itu, Hajiji memuji Jabatan Perhutanan atas inisiatif dalam membuat langkah awal ke arah mencapai kelestarian hijau, yang disifatkannya sebagai langkah bijak.

Dengan memastikan 30 peratus atau 2.2 juta hektar hutan Sabah menjadi Kawasan Terlindung Sepenuhnya (TPA) menjelang tahun 2025, beliau berkata ia akan melengkapkan usaha mewujudkan koridor dan menyelesaikan isu ketersambungan (connectivity issue) hutan simpan di seluruh negeri.

Hajiji juga mengambil maklum dengan ucapan Kugan mengenai inisiatif Jabatan Perhutanan dalam usahanya untuk membentuk semula sektor perhutanan bagi membawa manfaat sosial dan ekonomi berimpak tinggi kepada masyarakat, termasuk melihat ke dalam menjana pendapatan melalui produk bukan kayu seperti karbon kredit, pembangunan tenaga hijau hidro, pengkomersilan hasil penyelidikan, pengkajian semula Lesen SFMLA atau FMU yang tidak berdaya maju, penstrukturan semula sektor perindustrian kayu kayan yang lebih inklusif serta pelan tindakan tranformasi ladang
hutan.

“Sebagai penghuni/pemilik tanah ini, kita lebih tahu apa yang terbaik untuk mengurus hutan kita. Saya percaya Jabatan Perhutanan sebagai agensi yang diamanahkan dalam menguruskan sumber ini telah mengambil kira semua aspek, sejajar dengan pengurusan hutan lestari, untuk memenuhi keperluan. generasi kini dan akan datang,” katanya.

Terdahulu, Ketua Menteri turut menekankan kepentingan ‘character building’ terutamanya dalam memerhatikan tahap integriti yang tinggi dalam kalangan kakitangan.

“Sektor awam dan jabatan yang diamanahkan untuk menyimpan maklumat sulit kerajaan serta mereka yang mempunyai kuasa membuat keputusan mesti mempunyai integriti.

“Pelan antirasuah yang telah dirangka oleh kerajaan akan menjadi penanda aras kepada semua kementerian, jabatan dan agensi,” katanya.

Turut hadir ialah Datuk Seri Dr Jeffrey Kitingan,Timbalan Ketua Menteri/Menteri Pertanian dan Perikanan, Datuk Dr Joachim Gunsalam, Timbalan Ketua Menteri/Menteri Pembangunan Perindustrian, Penasihat-Penasihat Teknikal kepada Ketua Menteri Sabah, Datuk Sam Mannan (Perhutanan) dan Datuk Darrel Webber (Perubahan Iklim) dan Ketua Konservator Hutan Sabah, Datuk Frederick Kugan.",ms
85,"RM11.15 juta diperuntuk bagi projek landskap, infrastruktur hijau di Sabah","Kerajaan memperuntukkan sebanyak RM11.15 juta bagi melaksanakan pelbagai projek landskap dan infrastruktur hijau di seluruh Sabah pada tahun ini.
Timbalan Ketua Menteri II Datuk Seri Dr Joachim Gunsalam berkata peruntukan itu melibatkan dana kerajaan Persekutuan dan kerajaan negeri yang akan diagihkan kepada semua pihak berkuasa tempatan (PBT).
Beliau yang juga Menteri Kerajaan Tempatan dan Perumahan Sabah berkata peruntukan itu selaras dengan perancangan pembangunan landskap negeri ini yang menekankan kepentingan kelestarian, keindahan persekitaran serta keseimbangan ekologi. ""Saya memahami keperluan peruntukan bagi PBT dalam usaha membangunkan dan menaik taraf infrastruktur hijau demi kesejahteraan masyarakat setempat,"" katanya dalam Amanat Khas Menteri sempena Program Inisiatif Penghijauan Lestari Aspirasi Negeri Taman Terindah (I.P.L.A.N.T.) di sini hari ini. Teks ucapan beliau dibacakan oleh Pembantu Menteri Kerajaan Tempatan dan Perumahan Sabah Datuk Isnin Aliasnih.
Program I.P.L.A.N.T. merupakan antara usaha kementerian untuk memperkasakan kelestarian landskap Sabah melalui kerjasama erat PBT.
Dr Joachim berkata program itu bukan sekadar simbolik menanam pokok tetapi juga agenda strategik yang menyumbang kepada sasaran jangka panjang pembangunan mampan dan ekonomi hijau.
Beliau berkata setakat Disember lepas, sebanyak 331,151 pokok telah ditanam, namun angka berkenaan masih jauh daripada sasaran 1.3 juta pokok menjelang 2033 yang diumumkan ketika pelancaran program itu pada 2020.
Menurut Dr Joachim kementeriannya turut menganjurkan pelbagai program kesedaran seperti Bengkel Resolusi Hijau, jelajah PBT ke pelbagai daerah bagi mempromosi amalan hijau di peringkat akar umbi dan program komuniti seperti Kebun Komuniti serta Rakan Lestari untuk menggalakkan penglibatan masyarakat dalam usaha memelihara alam sekitar.
""Antara prinsip utama yang ditekankan kementerian ialah ekonomi kitaran lestari melibatkan penggunaan sumber secara bijak, pengurangan jejak karbon, pembangunan teknologi hijau dan pemeliharaan alam sekitar.
""Kepentingan penerapan elemen kejiranan hijau dalam reka bentuk pembangunan perumahan dan bandar turut ditekankan termasuk penggunaan tenaga boleh diperbaharui, bahan binaan mampan dan penyediaan ruang hijau awam,"" katanya.
Beliau berkata kementeriannya turut bekerjasama dengan Kerajaan Persekutuan dalam pelbagai program seperti Agenda Komuniti Lestari, projek sekolah rendah karbon dan pelaksanaan pelan hala tuju Matlamat Pembangunan Mampan( SDG) sebagai antara usaha bersepadu untuk menjadikan Sabah sebagai negeri taman terindah termasuk dalam aspek ekonomi, sosial dan alam sekitar.",ms
86,Inisiatif hijau terima RM144.44juta,"KERAJAAN Negeri memperuntukkan sejumlah RM144.44 juta daripada Belanjawan Negeri 2024 ke arah inisiatif hijau yang bertujuan mencapai pembangunan seimbang dengan elemen kelestarian hijau, kata Menteri Kewangan Negeri Datuk Seri Masidi Manjun.

Beliau berkata Jabatan Perlindungan Alam Sekitar, dengan peruntukan RM7.81 juta, akan melaksanakan pelbagai aktiviti dan mengintegrasikan perlindungan alam sekitar yang mampan ke dalam semua pembangunan.

Masidi berkata selaras dengan program kelestarian hijau Pelan Hala Tuju Sabah Maju Jaya (SMJ), keutamaan diberikan kepada tindakan mitigasi dan penyesuaian perubahan iklim serta meminimumkan risiko yang berkaitan dengan bencana.

Beliau menambah langkah sedemikian adalah untuk memastikan pertumbuhan ekonomi yang harmoni dengan kelestarian alam sekitar.

“Justeru, sebanyak RM126.79 juta telah diperuntukkan kepada Jabatan Perhutanan Sabah (SFD) dan Pusat Biodiversiti Sabah untuk mengurus dan membangunkan warisan negeri,” katanya pada Jumaat.

Tambahnya, Unit Perubahan Iklim/Gas Rumah Hijau Sabah telah ditubuhkan di bawah SFD dengan peruntukan RM3 juta.Masidi berkata, langkah itu bagi menyokong Majlis Tindakan Iklim Sabah (SCAC) yang ditubuhkan untuk membantu Kerajaan Negeri menetapkan hala tuju dan menyelaras projek mitigasi dan adaptasi perubahan iklim di Sabah.

“Unit ini akan terlibat dalam tugas awal untuk meletakkan asas bagi membangunkan dasar perubahan iklim dan perdagangan karbon, serta menilai kebolehlaksanaan semua projek berkaitan karbon di Sabah,” katanya.

Selain itu, Masidi berkata prinsip kelestarian hijau mesti menekankan keseimbangan antara membangunkan sektor Sabah dan mengurangkan pelepasan gas rumah hijau.

“Ini akan menyumbang kepada Strategi Jangka Panjang Pembangunan Rendah Karbon peringkat Negeri, menyokong usaha Kerajaan menangani perubahan iklim dan komitmennya untuk mencapai pelepasan karbon sifar bersih menjelang tahun 2050,” katanya.

Masidi menegaskan bahawa prinsip pembangunan mampan mesti dilaksanakan di Sabah untuk menyokong inisiatif pertumbuhan hijau yang bertujuan untuk meningkatkan daya tahan ekonomi terhadap perubahan iklim dan bencana, sambil menambah bahawa kajian dan pelan tindakan perlu dilaksanakan.

Beliau berkata ini juga termasuk (1) menyediakan Laporan Petunjuk Alam Sekitar Negeri Sabah, (2) menyemak Pelan Pengurusan Pantai Sabah, (3) menyediakan garis panduan pemulihan perlombongan dan kuari, dan (4) menjalankan kajian kestabilan cerun di Kundasang, Ranau.

Masidi berkata Kajian Pembangunan Bioteknologi Sabah akan disiapkan tahun depan bagi mewujudkan Pelan Tindakan Bioteknologi Sabah 2024 – 2034 yang menjadi panduan untuk penerokaan sumber biologi yang sistematik dan mampan.

“Selain itu, Pembangunan Rekreasi Berasaskan Hutan, seperti Pembayaran untuk Perkhidmatan Ekosistem dan Karbon adalah sumber pendapatan alternatif yang boleh diterokai tanpa menjejaskan sumber asli,” katanya.

Sementara itu, Masidi dengan sukacitanya mengumumkan bahawa Sabah telah mencipta sejarah selepas pengiktirafan Geopark Negara Kinabalu sebagai ‘Kinabalu Unesco Global Geopark’ pada Perhimpunan Agung Unesco pada Mei 2023.

“Pengiktirafan berprestij ini telah meletakkan Sabah sebagai salah satu daripada tiga tapak Unesco Triple Crown, selepas Pulau Jeju di Korea Selatan dan Shennongjia di China.

“Penyertaan Sabah dalam London World Travel Market 2023 juga menandakan penampilan pertama Sabah Unesco Triple Crown di peringkat global,” katanya.",ms
87,Kerajaan Sabah diseru laksana ekonomi hijau bernilai tinggi,"Yayasan Pengguna Nasional Malaysia (YPNM) Cawangan Sabah menyambut baik komitmen kerajaan Persekutuan untuk memajukan ekonomi hijau melalui Akta Perubahan Iklim yang dijangka diluluskan tahun ini, sepertimana yang diumumkan Menteri Sumber Asli, Alam Sekitar dan Perubahan Iklim, Nik Nazmi Nik Ahmad. 

Pengerusi Yayasan Pengguna Nasional Malaysia (YPNM) Cawangan Sabah, David Chan berkata, inisiatif ini adalah langkah penting dalam menangani isu perubahan iklim sambil mendorong pertumbuhan ekonomi yang mampan.

“Sabah yang terkenal dengan kekayaan biodiversiti dan sumber semula jadinya, bakal meraih manfaat besar sekiranya dasar-dasarnya sejajar dengan agenda hijau persekutuan. 

“Pelaksanaan ekonomi hijau bernilai tinggi adalah penting bukan sahaja untuk melindungi alam sekitar tetapi juga untuk memastikan daya tahan ekonomi jangka panjang dalam menghadapi cabaran iklim global,” katanya.

Tambahnya, kerajaan Sabah diminta untuk mengambil langkah proaktif agar tidak ketinggalan berikutan peralihan kepada ekonomi hijau bukan sekadar pemuliharaan alam sekitar tetapi ia adalah langkah strategik untuk menjamin masa depan ekonomi Sabah dalam dunia yang semakin berubah.

“Dalam pasaran global yang semakin mengutamakan tenaga hijau dan amalan mampan, Sabah perlu mengambil tempat sebagai peneraju dalam ekonomi hijau. 

“Ini termasuk pelaburan dalam tenaga boleh diperbaharui, mempromosikan industri mesra alam dan menggalakkan amalan mampan di semua sektor. Jika tidak, Sabah berisiko kehilangan peluang ekonomi yang besar dan daya saing dalam pasaran global,” katanya.

David turut menekankan bahawa peralihan kepada tenaga hijau adalah tanggungjawab bersama untuk melindungi planet ini demi generasi akan datang. 

“Perubahan iklim adalah isu mendesak yang memerlukan tindakan berani. Dengan mengadaptasi inisiatif hijau persekutuan, Sabah boleh menyumbang dengan ketara dalam mengurangkan pelepasan karbon sambil menarik pelaburan dan mewujudkan peluang pekerjaan dalam industri hijau,” katanya.",ms
88,Pembalakan haram di hutan simpan Sabah harus dihentikan,"Jabatan Perhutanan Sabah mesti meningkatkan penguatkuasaan bagi menghentikan kegiatan pembalakan haram di kawasan hutan simpan di negeri ini.

Ketua Menteri, Datuk Seri Mohd Shafie Apdal, berkata tindakan itu penting bagi memastikan kawasan hutan simpan dipelihara sepenuhnya daripada sebarang kegiatan yang boleh menjejaskan kawasan itu.

“Hutan simpan yang ada mesti dijaga dengan baik dan saya tidak mahu melihat berlaku pembalakan haram di kawasan itu. Kerajaan negeri Sabah memberikan komitmen tinggi dalam memastikan hutan simpan yang ada harus dilindungi sepenuhnya.

“Ini termasuklah membuat keputusan menghentikan eksport kayu balak ke luar negara,” katanya ketika melancarkan sambutan Hari Hutan Antarabangsa peringkat kebangsaan di Pusat Sejadi Hutan Lipur Kawang dekat sini, hari ini. Yang turut hadir ialah Timbalan Ketua Menteri, Datuk Jaujan Sambakong; Ketua Konservator Hutan Sabah, Datuk Mashor Mohd Jaini dan Duta Besar Kesatuan Eropah ke Malaysia, Maria Castillo Fernandez.

Mohd Shafie berkata, ketika dilantik menjadi Ketua Menteri, beliau mengarahkan Yayasan Sabah menghentikan kegiatan pembalakan di kawasan hutan di bawah seliaannya.

Katanya, pembalakan bukan lagi sumber utama kewangan kerajaan negeri seperti yang berlaku pada pemerintahan kerajaan negeri sebelum ini.

Sebaliknya, beliau berkata, kerajaan negeri sekarang mempelbagai sumber kewangan negeri dari pelbagai sektor yang ada.

“Program yang dilancarkan hari ini satu tindakan baik bagi mendidik orang awam mengenai kepentingan menjaga hutan, khususnya belia yang terbabit dalam usaha pemuliharaannya, selain mengubah pemikiran masyarakat.

“Di peringkat kerajaan negeri, amat penting bagi kita memainkan peranan dan mengatur langkah untuk memelihara hutan sama ada dalam aspek polisi serta penguatkuasaan supaya penjagaan hutan Sabah dapat dilaksanakan sebaik mungkin.

“Kerajaan negeri juga mengalu-alukan inisiatif oleh Jabatan Perhutanan Sabah dalam usaha melindungi dan memulihara sumber hutan negeri ini,” katanya.

Sempena program itu, Mohd Shafie turut menyaksikan pemeteraian surat niat antara Jabatan Perhutanan Sabah dan komuniti dari Kampung Kolosunan, Babagon Toki dan Tampasak bagi projek perintis Bayaran Perkhidmatan Ekosistem di Empangan Babagon, Penampang.

Projek berkenaan satu usaha kerajaan negeri bersama komuniti untuk memulihara kawasan Empangan Babagon yang juga menjadi sumber air penting bagi penduduk sekitar Penampang, Lok Kawi, Tanjung Aru, Putatan dan Kota Kinabalu.

Sementara itu, Mashor dalam ucapannya berkata, jabatannya telah merangka beberapa strategi mengenai kesedaran awam terhadap kepentingan hutan, antaranya penanaman pokok hutan.

“Sempena Hari Hutan Antarabangsa ini, kita telah menjalankan aktiviti penanaman pokok hutan spesies tempatan dalam lima wilayah perhutanan iaitu Sandakan, Kota Kinabalu, Tawau, Kudat dan Keningau.

“Program ini membabitkan penyertaan aktif pelajar sekolah dan masyarakat setempat yang telah menanam kira-kira 5,000 pokok,” katanya.",ms
89,"53 peratus keluasan Sabah adalah hutan simpan, dilindungi","Kira-kira 53 peratus daripada keluasan tanah Sabah adalah hutan simpan kekal dan kawasan dilindungi, angka yang melangkaui ketetapan Deklarasi Langkawi 1989 untuk mengekalkan sekurang-kurangnya 50 peratus daripada keluasan tanah negara sebagai hutan semula jadi.
Ketua Menteri Datuk Seri Hajiji Noor berkata kawasan itu menyediakan habitat untuk pelbagai spesies, selain menjadi zon penampan yang menghalang penebangan hutan di samping bertindak sebagai koridor hijau yang membolehkan pelbagai spesies berhijrah merentasi landskap, yang amat penting untuk kelangsungan hidup mereka.
Beliau berkata kerajaan negeri juga lebih awal merangka cadangan dan tindakan untuk pelaksanaan, dengan strategi untuk mempromosi, melindungi dan mengurus sumber asli secara mampan, selaras dengan keputusan Sidang Kemuncak Bumi serta konvensyen dan perjanjian lain. ""Agroforestry sebagai sistem guna tanah boleh menyumbang kepada pencapaian sekurang-kurangnya sembilan daripada 17 matlamat pembangunan mampan (SDG),"" katanya dalam ucapan beliau pada majlis makan malam sempena perasmian 4th International Conference in Agroforestry 2022 (ICAF 2022) di sini malam tadi. Teks ucapan beliau dibacakan oleh Ketua Konservator Hutan, Jabatan Perhutanan Sabah, Datuk Frederick Kugan.
Hajiji berkata Malaysia terutamanya Sabah memiliki kepelbagaian biodiversiti dan ekosistem yang mempunyai kepentingan global, sekali gus menjadikan aspek pemuliharaan amat penting, dan semasa negara-negara sedang berunding di Sidang Kemuncak Bumi pada 1992 lagi, Sabah sudah pun melakarkan pelan strategi pemuliharaannya.
Sementara itu, beliau berharap peserta ICAF 2022 akan menggunakan sepenuhnya persidangan dengan tema 'Agroforestry for Sustainable and Resilient Communities' ini, bukan sahaja untuk berkongsi hasil penyelidikan mereka, tetapi juga meningkatkan rangkaian penyelidikan di dalam dan luar negara bagi menjadikan agroforestry di rantau ini berjaya dan mampan.",ms
90,JETAMA perkukuh peranan Sabah memulihara ekosistem karbon biru,"JETAMA Sdn Bhd (JETAMA) melalui insiatif Bahagian Alam Sekitar, Sosial dan Tadbir Urus (ESG) bersama Persatuan Pelancongan Semporna, Dive Master Association dan masyarakat setempat berjaya melaksanakan Projek Penanaman Rumput Laut di Pulau Bohayan, Semporna sebagai usaha mengukuhkan komitmennya dalam memulihara ekosistem marin.

Ketua Pegawai Eksekutif JETAMA, Datuk Ahmad Naim Uddang berkata, projek berkenaan dilaksanakan pada 1 Mac bersempena Hari Rumput Laut Sedunia. 

“Aktiviti penanaman rumput laut ini adalah kesinambungan inisiatif syarikat bagi menyahut seruan kerajaan negeri Sabah dalam memelihara ekosistem karbon biru selaras dengan Halatuju Sabah Maju Jaya (SMJ).

“Projek ini kesinambungan daripada Program Penanaman Rumput Laut JETAMA yang dilaksanakan di Pulau Sepangar September lepas.

“JETAMA akan terus komited memperkukuhkan kesedaran terhadap kepentingan pemuliharaan alam sekitar melalui projek-projek penanaman rumput laut agar ia dapat memberi manfaat bukan sahaja kepada industri pelancongan, komuniti maritim tetapi juga akan menyumbang kepada usaha global dalam mengurangkan karbon dioksida dan mengekalkan keseimbangan ekosistem laut,” katanya.

Rumput laut memainkan peranan penting dalam memerangkap karbon biru dengan keupayaan menyerap dan menyimpan karbon dioksida dari atmosfera serta perairan pesisir pantai lebih efektif daripada hutan daratan. 

Selain itu, ia juga memberi manfaat sebagai sokongan kestabilan ekosistem marin dengan menapis air laut dan mengurangkan hakisan pantai.

Namun, rumput laut kini terancam akibat pembangunan pesisir, pencemaran dan aktiviti perikanan berlebihan. Oleh itu, usaha pemuliharaan amat penting kerana ia turut menjadi habitat utama bagi hidupan laut seperti ikan, penyu dan hidupan makro marin.",ms
91,Dasar alam sekitar bukti kerajaan prihatin mengurus alam sekitar secara mapan,"Dasar Alam Sekitar 2017 bukti komitmen dan keprihatinan kerajaan negeri terhadap pembangunan serta pengurusan alam sekitar yang mampan.

Menteri Pelancongan, Kebudayaan dan Alam Sekitar, Datuk Christina Liew berkata, Sabah negeri pertama yang memperkenalkan dasar tersebut dengan menggariskan beberapa piawaian yang perlu dipatuhi bagi pembangunan lestari.

“Kerajaan Sabah mengiktiraf alam sekitar sebagai salah satu aspek penting untuk diambil kira dalam perancangan pembangunan dengan penerapan dasar-dasar yang bersesuaian digabungkan dengan faktor dan piawaian alam sekitar bagi mengekalkan kelestarian alam sekitar serta sosial.

“Usaha untuk mencipta keseimbangan antara pembangunan dan perlindungan alam sekitar adalah amat penting pada masa sekarang berbanding sebelum ini dan ianya merupakan tanggungjawab semua pihak. “Oleh itu, Kementerian ini melalui Jabatan Alam Sekitar memperkenalkan beberapa mekanisme yang perlu dipatuhi oleh pihak pemaju antaranya Environmental Self-Regulation (ESR) dan beberapa Standard Operations Procedure (SOP) bagi meminimumkan kesan projek kepada alam sekitar,” katanya.

 Beliau berkata demikian ketika berucap merasmikan Hari Alam Sekitar Negara (HASN) 2024 Peringkat Negeri Sabah di sini, kelmarin.

Christina turut berbangga atas keberhasilan program-program alam sekitar yang memberi impak besar terhadap kelestarian alam. 

“Pencapaian dalam program-program alam sekitar, seperti Sekolah Rakan Alam Sekitar (SERASI) dapat memberikan impak besar dalam mempromosikan kelestarian alam sekitar bagi negeri ini ke peringkat nasional seterusnya antarabangsa. 

“Selain SERASI, Projek Pemantauan Kualiti Udara di Sekolah (AQUAMS), adalah contoh utama bagaimana inovasi boleh melindungi sumber semula jadi dengan melibatkan pelbagai pihak antaranya sekolah dan komuniti setempat,” katanya.

Pada majlis tersebut, Christina turut menyampaikan  penghargaan khas kepada Sekolah Mentor bagi Projek SERASI kepada SM St Michael, Penampang, SM St Patrick, SJKC Sin Hwa, Tawau, SJKC Chi Hwa, Sandakan serta SK Lambidan, Kuala Penyu.

Manakala, SM St Michael, Penampang, SK Buang Sayang, Papar, SJKC Chung Hwa, Tamparuli, Sekolah Indonesia dan SMKA Tun Ahmad Shah Kota Kinabalu menerima penghargaan khas Sekolah Rakan AQUAMS.

Sementara itu, Pengetua SM St. Michael, Jennifer Asing menerima Anugerah Langkawi untuk Kelestarian Alam Sekitar diikuti dengan SM St. Patrick Tawau yang menerima Anugerah Sekolah Lestari.

Turut disampaikan, penghargaan khas sempena HASN 2024 Peringkat Negeri Sabah kepada Komuniti Kg Darau Kota Kinabalu, Kg Suasa Beaufort Kg Piasau dan Kg Podos Kota Belud.
",ms
